t_idx,idx,proba,real,imag,occupation
9,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
10,0,0.364679061484,-0.176373519036,0.577556441629,[1 1 0 0]
10,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
10,2,0.889501385674,0.770116890242,0.544445921133,[1 0 0 1]
10,3,0.349267605190,0.229883109758,-0.544445921133,[0 1 1 0]
10,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
11,0,0.127339119714,-0.356402811261,0.017780771630,[1 1 0 0]
11,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
11,2,0.766176180138,0.691560444822,0.536582082534,[1 0 0 1]
11,3,0.383055290495,0.308439555178,-0.536582082534,[0 1 1 0]
11,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
12,0,0.218097219696,-0.448712754756,0.129437565706,[1 1 0 0]
12,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
12,2,0.638027576722,0.603088156047,0.523748272320,[1 0 0 1]
12,3,0.431851264628,0.396911843953,-0.523748272320,[0 1 1 0]
12,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
13,0,0.322861227489,-0.515711328070,0.238543609407,[1 1 0 0]
13,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
13,2,0.515846241317,0.507531055311,0.508191370659,[1 0 0 1]
13,3,0.500784130695,0.492468944689,-0.508191370659,[0 1 1 0]
13,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
14,0,0.426457435380,-0.558183102766,0.338952886351,[1 1 0 0]
14,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
14,2,0.408495023646,0.408410791201,0.491625517317,[1 0 0 1]
14,3,0.591673441245,0.591589208799,-0.491625517317,[0 1 1 0]
14,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
15,0,1.349969442914,-1.112571638167,0.334893703822,[1 1 0 0]
15,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
15,2,0.385691214956,0.432869239976,0.445326213060,[1 0 0 1]
15,3,0.519952735004,0.567130760024,-0.445326213060,[0 1 1 0]
15,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
16,0,4.175885774326,-1.648653741774,1.207404908910,[1 1 0 0]
16,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
16,2,0.336816914072,0.438367813976,0.380329559385,[1 0 0 1]
16,3,0.460081286120,0.561632186024,-0.380329559385,[0 1 1 0]
16,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
17,0,2.621541578965,-1.386907771937,0.835480945985,[1 1 0 0]
17,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
17,2,0.276278788801,0.431645587637,0.299934785369,[1 0 0 1]
17,3,0.412987613527,0.568354412363,-0.299934785369,[0 1 1 0]
17,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
18,0,3.225190613065,-0.952689252244,1.522357974237,[1 1 0 0]
18,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
18,2,0.212632726922,0.410462212002,0.210127341012,[1 0 0 1]
18,3,0.391708302919,0.589537787998,-0.210127341012,[0 1 1 0]
18,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
19,0,3.834112010356,-1.119860986052,1.606245118989,[1 1 0 0]
19,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
19,2,0.154026267171,0.374446605428,0.117541511195,[1 0 0 1]
19,3,0.405133056314,0.625553394572,-0.117541511195,[0 1 1 0]
19,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
20,0,0.959673446219,-0.273598568746,0.940647260879,[1 1 0 0]
20,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
20,2,0.106569642414,0.325176953493,0.028802627166,[1 0 0 1]
20,3,0.456215735429,0.674823046507,-0.028802627166,[0 1 1 0]
20,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
21,0,4.771236056669,-0.437111478335,2.140133082819,[1 1 0 0]
21,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
21,2,0.073294266220,0.266048388868,-0.050125053627,[1 0 0 1]
21,3,0.541197488484,0.733951611132,0.050125053627,[0 1 1 0]
21,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
22,0,4.122174552668,-0.002009449587,2.030312910558,[1 1 0 0]
22,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
22,2,0.053894530656,0.201941821886,-0.114516510728,[1 0 0 1]
22,3,0.650010886884,0.798058178114,0.114516510728,[0 1 1 0]
22,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
23,0,1.138455658140,0.448381094885,0.968199386433,[1 1 0 0]
23,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
23,2,0.045272906050,0.138728550775,-0.161329771741,[1 0 0 1]
23,3,0.767815804500,0.861271449225,0.161329771741,[0 1 1 0]
23,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
24,0,0.678175500922,0.463981596037,0.680365033979,[1 1 0 0]
24,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
24,2,0.042731732596,0.082662778491,-0.189469252514,[1 0 0 1]
24,3,0.877406175613,0.917337221509,0.189469252514,[0 1 1 0]
24,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
25,0,0.570236848773,0.604193496399,0.452975791497,[1 1 0 0]
25,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
25,2,0.041514853468,0.039726145992,-0.199841654297,[1 0 0 1]
25,3,0.962062561484,0.960273854008,0.199841654297,[0 1 1 0]
25,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
26,0,1.432090036211,1.133542170808,0.383630268893,[1 1 0 0]
26,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
26,2,0.038327626918,0.014993588978,-0.195199434444,[1 0 0 1]
26,3,1.008340448962,0.985006411022,0.195199434444,[0 1 1 0]
26,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
27,0,0.822758210020,0.902961608301,-0.086130969774,[1 1 0 0]
27,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
27,2,0.032470329361,0.012087684390,-0.179789369115,[1 0 0 1]
27,3,1.008294960581,0.987912315610,0.179789369115,[0 1 1 0]
27,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
28,0,1.231714956466,1.061916233145,0.322566071137,[1 1 0 0]
28,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
28,2,0.026306019219,0.032779399133,-0.158844358450,[1 0 0 1]
28,3,0.960747220952,0.967220600867,0.158844358450,[0 1 1 0]
28,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
29,0,0.195091115658,0.113611187939,-0.426829724402,[1 1 0 0]
29,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
29,2,0.024931429649,0.076777764809,-0.137973202037,[1 0 0 1]
29,3,0.871375900032,0.923222235191,0.137973202037,[0 1 1 0]
29,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
30,0,1.348312453872,1.122470362531,-0.297275527267,[1 1 0 0]
30,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
30,2,0.035097347549,0.141731106474,-0.122513840063,[1 0 0 1]
30,3,0.751635134600,0.858268893526,0.122513840063,[0 1 1 0]
30,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
31,0,1.766743841725,0.314288207442,-1.291497876262,[1 1 0 0]
31,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
31,2,0.063595643181,0.223440155920,-0.116919373517,[1 0 0 1]
31,3,0.616715331342,0.776559844080,0.116919373517,[0 1 1 0]
31,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
32,0,1.570818085783,0.937586688244,-0.831714667306,[1 1 0 0]
32,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
32,2,0.115457279564,0.316261040167,-0.124242641783,[1 0 0 1]
32,3,0.482935199231,0.683738959833,0.124242641783,[0 1 1 0]
32,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
33,0,3.194961262084,0.142244363120,-1.781776586232,[1 1 0 0]
33,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
33,2,0.192361624969,0.413656118287,-0.145774623213,[1 0 0 1]
33,3,0.365049388396,0.586343881713,0.145774623213,[0 1 1 0]
33,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
34,0,1.456668974231,-0.474495802761,-1.109739927818,[1 1 0 0]
34,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
34,2,0.291629084734,0.508835062440,-0.180875548282,[1 0 0 1]
34,3,0.273958959855,0.491164937560,0.180875548282,[0 1 1 0]
34,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
35,0,1.369774236490,-0.614473629897,-0.996090555447,[1 1 0 0]
35,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
35,2,0.406060662541,0.595419090840,-0.227017111257,[1 0 0 1]
35,3,0.215222480860,0.404580909160,0.227017111257,[0 1 1 0]
35,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
36,0,2.828475582439,-0.910760288521,-1.413856880767,[1 1 0 0]
36,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
36,2,0.524720404076,0.668058864691,-0.280031707819,[1 0 0 1]
36,3,0.188602674695,0.331941135309,0.280031707819,[0 1 1 0]
36,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
37,0,1.454922475201,-0.904309162279,-0.798215142815,[1 1 0 0]
37,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
37,2,0.634563174604,0.722941511014,-0.334542592589,[1 0 0 1]
37,3,0.188680152575,0.277058488986,0.334542592589,[0 1 1 0]
37,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
38,0,0.635826729754,-0.703959659933,-0.374523065967,[1 1 0 0]
38,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
38,2,0.722630163357,0.758134003691,-0.384529577283,[1 0 0 1]
38,3,0.206362155976,0.241865996309,0.384529577283,[0 1 1 0]
38,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
39,0,1.298043052393,-0.353435935220,-1.083109455267,[1 1 0 0]
39,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
39,2,0.778405128875,0.773727479158,-0.423970419806,[1 0 0 1]
39,3,0.230950170559,0.226272520842,0.423970419806,[0 1 1 0]
39,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
40,0,5.792165346752,-0.902166209792,-2.231201800972,[1 1 0 0]
40,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
40,2,0.795873297828,0.771768143974,-0.447489921422,[1 0 0 1]
40,3,0.252337009880,0.228231856026,0.447489921422,[0 1 1 0]
40,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
41,0,0.103046779624,-0.303268624518,-0.105237450590,[1 1 0 0]
41,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
41,2,0.774864254206,0.755983016504,-0.450947816231,[1 0 0 1]
41,3,0.262898221198,0.244016983496,0.450947816231,[0 1 1 0]
41,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
42,0,3.192691166209,-0.236358797952,-1.771108603344,[1 1 0 0]
42,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
42,2,0.721384336277,0.731330442927,-0.431902905205,[1 0 0 1]
42,3,0.258723450422,0.268669557073,0.431902905205,[0 1 1 0]
42,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
43,0,3.174665993630,-1.034216197259,-1.450883472563,[1 1 0 0]
43,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
43,2,0.646830137731,0.703423840593,-0.389903883305,[1 0 0 1]
43,3,0.239982456545,0.296576159407,0.389903883305,[0 1 1 0]
43,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
44,0,2.821064918886,-1.672994397869,0.148844427454,[1 1 0 0]
44,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
44,2,0.566187113083,0.677890491011,-0.326575558301,[1 0 0 1]
44,3,0.210406131061,0.322109508989,0.326575558301,[0 1 1 0]
44,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
45,0,2.002551880059,-1.090398995635,0.901987755114,[1 1 0 0]
45,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
45,2,0.495514668474,0.659734013661,-0.245490732396,[1 0 0 1]
45,3,0.176046641152,0.340265986339,0.245490732396,[0 1 1 0]
45,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
46,0,2.945008185283,-1.590210262165,0.645166263369,[1 1 0 0]
46,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
46,2,0.449162529485,0.652768682203,-0.151840630333,[1 0 0 1]
46,3,0.143625165079,0.347231317797,0.151840630333,[0 1 1 0]
46,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
47,0,2.599413916120,-1.382579285203,-0.829390400383,[1 1 0 0]
47,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
47,2,0.437223800635,0.659186045930,-0.051938015800,[1 0 0 1]
47,3,0.118851708774,0.340813954070,0.051938015800,[0 1 1 0]
47,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
48,0,0.341760213890,-0.493319680801,0.313681217838,[1 1 0 0]
48,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
48,2,0.463695081301,0.679300210251,0.047395207079,[1 0 0 1]
48,3,0.105094660799,0.320699789749,-0.047395207079,[0 1 1 0]
48,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
49,0,1.241126245604,1.105274170668,0.139625403343,[1 1 0 0]
49,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
49,2,0.525688970047,0.711499101965,0.139491927904,[1 0 0 1]
49,3,0.102690766118,0.288500898035,-0.139491927904,[0 1 1 0]
49,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
50,0,2.607105704415,-0.037404211819,1.614220130389,[1 1 0 0]
50,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
50,2,0.613852567600,0.752407123064,0.218485900602,[1 0 0 1]
50,3,0.109038321471,0.247592876936,-0.218485900602,[0 1 1 0]
50,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
51,0,1.660635392396,-1.286158837064,-0.080192507369,[1 1 0 0]
51,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
51,2,0.713923549535,0.797242091611,0.279872465416,[1 0 0 1]
51,3,0.119439366312,0.202757908389,-0.279872465416,[0 1 1 0]
51,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
52,0,0.698210656573,-0.199049389253,0.811535579756,[1 1 0 0]
52,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
52,2,0.809145456193,0.840328679997,0.320925483201,[1 0 0 1]
52,3,0.128488096199,0.159671320003,-0.320925483201,[0 1 1 0]
52,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
53,0,3.315890095792,1.398397023447,1.166351516742,[1 1 0 0]
53,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
53,2,0.883106178589,0.875713867152,0.340927267121,[1 0 0 1]
53,3,0.131678444285,0.124286132848,-0.340927267121,[0 1 1 0]
53,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
54,0,3.496921312873,0.086236005412,1.868016237682,[1 1 0 0]
54,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
54,2,0.922488263801,0.897819003131,0.341188073381,[1 0 0 1]
54,3,0.126850257539,0.102180996869,-0.341188073381,[0 1 1 0]
54,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
55,0,1.686357227299,-0.975593120033,0.857073679122,[1 1 0 0]
55,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
55,2,0.919240722329,0.902059100660,0.324853969108,[1 0 0 1]
55,3,0.115122521009,0.097940899340,-0.324853969108,[0 1 1 0]
55,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
56,0,5.487949092549,1.484891944380,1.811917494277,[1 1 0 0]
56,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
56,2,0.871794838687,0.885363317089,0.296524257761,[1 0 0 1]
56,3,0.101068204510,0.114636682911,-0.296524257761,[0 1 1 0]
56,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
57,0,0.803446054566,-0.500171245434,0.743824428079,[1 1 0 0]
57,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
57,2,0.785128847299,0.846540977879,0.261719735728,[1 0 0 1]
57,3,0.092046891540,0.153459022121,-0.261719735728,[0 1 1 0]
57,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
58,0,3.348147551467,1.071358606888,1.483353729531,[1 1 0 0]
58,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
58,2,0.669702512284,0.786453728531,0.226258801295,[1 0 0 1]
58,3,0.096795055222,0.213546271469,-0.226258801295,[0 1 1 0]
58,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
59,0,3.545468356623,1.881323319510,-0.078044372570,[1 1 0 0]
59,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
59,2,0.539490953436,0.707974879661,0.195608085736,[1 0 0 1]
59,3,0.123541194114,0.292025120339,-0.195608085736,[0 1 1 0]
59,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
60,0,0.518180605164,-0.126837150389,0.708585169507,[1 1 0 0]
60,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
60,2,0.409507515407,0.615739455862,0.174276900081,[1 0 0 1]
60,3,0.178028603683,0.384260544138,-0.174276900081,[0 1 1 0]
60,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
61,0,1.918982631520,1.242965633062,-0.611570982428,[1 1 0 0]
61,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
61,2,0.293288118603,0.515710587613,0.165320018228,[1 0 0 1]
61,3,0.261866943377,0.484289412387,-0.165320018228,[0 1 1 0]
61,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
62,0,3.222487116876,1.778025818535,0.247207009409,[1 1 0 0]
62,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
62,2,0.200799771391,0.414607234492,0.170001801455,[1 0 0 1]
62,3,0.371585302407,0.585392765508,-0.170001801455,[0 1 1 0]
62,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
63,0,1.293803436896,1.131873936177,0.112538124649,[1 1 0 0]
63,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
63,2,0.137137740378,0.319252949095,0.187657386937,[1 0 0 1]
63,3,0.498631842188,0.680747050905,-0.187657386937,[0 1 1 0]
63,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
64,0,2.197723702363,1.423318755299,0.414593081438,[1 1 0 0]
64,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
64,2,0.102210162804,0.235913797166,0.215765713473,[1 0 0 1]
64,3,0.630382568472,0.764086202834,-0.215765713473,[0 1 1 0]
64,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
65,0,2.417755325075,1.536664475962,-0.237523921725,[1 1 0 0]
65,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
65,2,0.091409551518,0.169694330601,0.250226668602,[1 0 0 1]
65,3,0.752020890316,0.830305669399,-0.250226668602,[0 1 1 0]
65,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
66,0,5.934246737343,1.614366263360,-1.824299401158,[1 1 0 0]
66,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
66,2,0.097078557601,0.124055026562,0.285812714877,[1 0 0 1]
66,3,0.848968504477,0.875944973438,-0.285812714877,[0 1 1 0]
66,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
67,0,1.166783561386,0.592011060348,-0.903496799004,[1 1 0 0]
67,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
67,2,0.110429227276,0.100501103649,0.316747147487,[1 0 0 1]
67,3,0.909427019977,0.899498896351,-0.316747147487,[0 1 1 0]
67,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
68,0,1.267521293995,0.324666278601,-1.078013497844,[1 1 0 0]
68,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
68,2,0.123500376833,0.098474951996,0.337347092269,[1 0 0 1]
68,3,0.926550472841,0.901525048004,-0.337347092269,[0 1 1 0]
68,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
69,0,0.934563159529,-0.874589913921,-0.411892755456,[1 1 0 0]
69,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
69,2,0.130749296963,0.115462638079,0.342662627333,[1 0 0 1]
69,3,0.899824020805,0.884537361921,-0.342662627333,[0 1 1 0]
69,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
70,0,0.212351384783,-0.351715899239,-0.297736982932,[1 1 0 0]
70,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
70,2,0.129968329611,0.147302744781,0.329044421000,[1 0 0 1]
70,3,0.835362840049,0.852697255219,-0.329044421000,[0 1 1 0]
70,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
71,0,1.561177511230,-1.227673580938,-0.232368435671,[1 1 0 0]
71,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
71,2,0.122370001320,0.188663454315,0.294577837465,[1 0 0 1]
71,3,0.745043092690,0.811336545685,-0.294577837465,[0 1 1 0]
71,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
72,0,0.662746313658,-0.737950791061,-0.343765826734,[1 1 0 0]
72,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
72,2,0.111869693155,0.233638494632,0.239338143598,[1 0 0 1]
72,3,0.644592703891,0.766361505368,-0.239338143598,[0 1 1 0]
72,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
73,0,5.910556446519,-2.277669896587,-0.850162507230,[1 1 0 0]
73,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
73,2,0.103764481540,0.276395579401,0.165438705350,[1 0 0 1]
73,3,0.550973322739,0.723604420599,-0.165438705350,[0 1 1 0]
73,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
74,0,0.575150858279,-0.719258805931,0.240452964986,[1 1 0 0]
74,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
74,2,0.103133835832,0.311810507791,0.076863795529,[1 0 0 1]
74,3,0.479512820250,0.688189492209,-0.076863795529,[0 1 1 0]
74,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
75,0,6.551292478932,-2.557905155213,-0.091726200541,[1 1 0 0]
75,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
75,2,0.113346441765,0.336020850223,-0.020890906658,[1 0 0 1]
75,3,0.441304741320,0.663979149777,0.020890906658,[0 1 1 0]
75,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
76,0,1.116887792793,-1.052147802926,0.099361932303,[1 1 0 0]
76,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
76,2,0.135018090962,0.346834113216,-0.121343268753,[1 0 0 1]
76,3,0.441349864530,0.653165886784,0.121343268753,[0 1 1 0]
76,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
77,0,1.262538742128,-0.614988106247,0.940387351735,[1 1 0 0]
77,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
77,2,0.165676137551,0.343955949822,-0.217647518095,[1 0 0 1]
77,3,0.477764237906,0.656044050178,0.217647518095,[0 1 1 0]
77,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
78,0,6.353263046007,-2.203488658910,1.223887566757,[1 1 0 0]
78,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
