t_idx,idx,proba,real,imag,occupation
78,2,0.200214296641,0.329007731834,-0.303262607379,[1 0 0 1]
78,3,0.542198832973,0.670992268166,0.303262607379,[0 1 1 0]
78,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
79,0,4.083013912192,-1.923343314498,-0.619487212754,[1 1 0 0]
79,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
79,2,0.232049105728,0.305335039511,-0.372585049855,[1 0 0 1]
79,3,0.621379026707,0.694664960489,0.372585049855,[0 1 1 0]
79,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
80,0,3.681027686415,-1.911549532207,0.164335243741,[1 1 0 0]
80,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
80,2,0.254733259654,0.277624378651,-0.421494915785,[1 0 0 1]
80,3,0.699484502352,0.722375621349,0.421494915785,[0 1 1 0]
80,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
81,0,0.194152386613,-0.306982699009,-0.316091773260,[1 1 0 0]
81,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
81,2,0.263652482477,0.251370802143,-0.447733405395,[1 0 0 1]
81,3,0.760910878190,0.748629197857,0.447733405395,[0 1 1 0]
81,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
82,0,0.277585488203,0.162383874302,0.501215488158,[1 1 0 0]
82,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
82,2,0.257437732275,0.232264059020,-0.451099921484,[1 0 0 1]
82,3,0.792909614234,0.767735940980,0.451099921484,[0 1 1 0]
82,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
83,0,3.174996349326,-1.338730007771,1.175924451493,[1 1 0 0]
83,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
83,2,0.238731647456,0.225531179197,-0.433436655886,[1 0 0 1]
83,3,0.787669289062,0.774468820803,0.433436655886,[0 1 1 0]
83,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
84,0,0.594883796154,0.709395838129,0.302723208556,[1 1 0 0]
84,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
84,2,0.214105469972,0.235346480375,-0.398393654752,[1 0 0 1]
84,3,0.743412509222,0.764653519625,0.398393654752,[0 1 1 0]
84,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
85,0,0.831412723379,0.911154289474,0.034793449846,[1 1 0 0]
85,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
85,2,0.193087795477,0.264319595420,-0.351031262076,[1 0 0 1]
85,3,0.664448604638,0.735680404580,0.351031262076,[0 1 1 0]
85,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
86,0,0.814006718499,0.740852122642,-0.514922179436,[1 1 0 0]
86,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
86,2,0.186403589479,0.313157824189,-0.297213335211,[1 0 0 1]
86,3,0.560087941100,0.686842175811,0.297213335211,[0 1 1 0]
86,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
87,0,1.698925041870,1.233238048949,-0.421958477217,[1 1 0 0]
87,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
87,2,0.203904514471,0.380559565591,-0.243061579664,[1 0 0 1]
87,3,0.442785383290,0.619440434409,0.243061579664,[0 1 1 0]
87,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
88,0,1.613914223461,0.878396077455,-0.917787859243,[1 1 0 0]
88,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
88,2,0.252334188572,0.463274287549,-0.194193519635,[1 0 0 1]
88,3,0.325785613475,0.536725712451,0.194193519635,[0 1 1 0]
88,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
89,0,1.821095582256,0.761875304064,-1.113840923702,[1 1 0 0]
89,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
89,2,0.333682370764,0.556407297417,-0.155220134473,[1 0 0 1]
89,3,0.220867775931,0.443592702583,0.155220134473,[0 1 1 0]
89,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
90,0,5.972409328606,2.381599135594,0.548082918857,[1 1 0 0]
90,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
90,2,0.444193643516,0.653828010860,-0.129238445250,[1 0 0 1]
90,3,0.136537621796,0.346171989140,0.129238445250,[0 1 1 0]
90,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
91,0,2.751698684543,1.656547000305,-0.086894880886,[1 1 0 0]
91,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
91,2,0.574503560441,0.748793754496,-0.117522226277,[1 0 0 1]
91,3,0.076916051450,0.251206245504,0.117522226277,[0 1 1 0]
91,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
92,0,3.253736432748,1.710779835708,-0.571811845351,[1 1 0 0]
92,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
92,2,0.710703678902,0.834557804658,-0.119234850557,[1 0 0 1]
92,3,0.041588069587,0.165442195342,0.119234850557,[0 1 1 0]
92,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
93,0,0.845667934838,-0.121488051149,-0.911541874116,[1 1 0 0]
93,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
93,2,0.837003772019,0.905299978256,-0.132044391733,[1 0 0 1]
93,3,0.026403815506,0.094700021744,0.132044391733,[0 1 1 0]
93,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
94,0,1.825365226697,0.265951194997,-1.324626433594,[1 1 0 0]
94,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
94,2,0.937078085528,0.956064469461,-0.151719529930,[1 0 0 1]
94,3,0.024949146606,0.043935530539,0.151719529930,[0 1 1 0]
94,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
95,0,6.094865906767,2.390447249076,-0.616950448700,[1 1 0 0]
95,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
95,2,0.998729546494,0.984242665324,-0.173193308906,[1 0 0 1]
95,3,0.030244215846,0.015757334676,0.173193308906,[0 1 1 0]
95,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
96,0,6.315728943187,2.038608820411,-1.469626830365,[1 1 0 0]
96,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
96,2,1.013467213243,0.988419991132,-0.191031762732,[1 0 0 1]
96,3,0.036627230978,0.011580008868,0.191031762732,[0 1 1 0]
96,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
97,0,0.056321951238,-0.235635609474,0.028245544542,[1 1 0 0]
97,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
97,2,0.981383836901,0.970393925845,-0.199297429946,[1 0 0 1]
97,3,0.040595985210,0.029606074155,0.199297429946,[0 1 1 0]
97,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
98,0,5.693543889783,1.997421900761,-1.305315915839,[1 1 0 0]
98,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
98,2,0.906182614080,0.932063780674,-0.193493469748,[1 0 0 1]
98,3,0.042055052731,0.067936219326,0.193493469748,[0 1 1 0]
98,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
99,0,0.112597911151,-0.237726341643,0.236820813360,[1 1 0 0]
99,1,0.000000000000,0.000000000000,0.000000000000,[1 0 1 0]
99,2,0.804212005453,0.880110790606,-0.172095908468,[1 0 0 1]
99,3,0.043990424240,0.119889209394,0.172095908468,[0 1 1 0]
99,4,0.000000000000,0.000000000000,-0.000000000000,[0 1 0 1]
